Y,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45
2008,46.22601,17.07046,13.88738,22.08395,-33.43997,-2.79361,25.49583,-5.20126,-16.99899,-2.9975,-0.96681,5.77768,15.76069,2225.87366,2221.28875,2403.58657,1172.96316,1171.42504,713.58895,488.24667,344.06829,367.32846,461.32333,374.33078,39.99993,-393.71833,-548.88735,147.80445,225.40769,75.46646,93.30786,59.22191,27.48815,27.71231,14.18918,45.20104,-27.15435,268.39371,-249.46235,-271.86022,42.58182,8.71353,-54.66661,-32.72942,-60.39632
2007,43.31991,23.61183,-48.64591,6.48514,-19.56626,-18.20817,24.61302,3.00115,6.69924,3.47175,-3.82834,7.26013,53.26432,4823.39403,3800.80027,3589.56624,1286.2122,1500.40273,431.73442,1167.60632,314.12478,360.86092,524.8085,158.72943,320.583,1320.10027,-1592.48953,-530.47034,41.56313,193.54783,-196.06729,53.57073,-24.37353,9.35027,-61.57355,277.52822,42.93715,643.59294,-302.90833,86.46563,68.97478,13.67976,-48.89416,-6.11844,7.12782
1996,40.23671,-22.75547,58.47083,21.77094,-44.05943,18.92495,14.01991,-1.53674,-1.66305,-0.83880999999999994,-4.04743,12.09667,40.33933,1888.35076,1859.40395,1712.99351,1068.52852,1141.36859,697.91003,418.20217,551.51552,321.77293,394.82382,284.22844,1.82551,653.51683,-56.61501,40.9024,139.84034,65.43553,14.3297,14.47734,91.21506,31.53551,-2.90601,93.77162,202.15916000000001,363.45665,-255.41468,-2.63279,-16.00555,88.6762,-54.38449,43.16388,20.48697
2007,51.3244,6.45448,29.30295,-8.28216,-10.95827,-1.77512,6.51563,5.15772,11.52947,-5.56642,-3.48865,0.63102,14.14174,1597.75649,849.26812,955.8523,390.86438,634.21092,470.30972,261.66824,224.33661,166.70984,191.03472,296.5326,61.85265,272.68186,-137.87678,75.69075,70.51199,-36.84172,25.47123,31.98999,24.74805,5.90581,17.21714,37.57608,-83.25726,120.63145,28.24659,-15.665,108.22896,81.04913,-30.40779,13.86437,-11.63476
2000,48.44646,35.93719,-6.98236,19.65916,13.49832,-7.78416,-7.38865,8.27954,2.40584,3.52105,8.05968,0.65359,17.30383,3161.12282,3239.9979,2445.66058,2034.40243,1476.07211,1307.93385,507.09119,240.5891,448.91995,303.7859,280.8866,-21.9473,358.24721,435.91924,194.53861,380.08091,364.5152,2.85178,36.58199,-37.1138,-73.22361,-19.27715,-48.52878,-325.1444,1609.88291,-595.78638,-864.93111,80.69822,108.50268,53.57625,13.84833,-46.638420000000004
1996,42.3198,42.36146,-49.3761,-12.28916,13.4178,8.16713,11.0755,8.85517,-4.88804,16.97654,-9.70619,-0.35521,36.34907,3441.05111,4023.33284,3100.22195,1377.99197,2213.71646,1295.88312,1251.50825,639.18632,992.4141,592.69404,406.11647,-77.47708,-898.85709,-54.16064,40.96435,338.36521,182.62137,-270.67048,262.28825,-52.8192,31.2752,-13.36984,202.31245,-368.59313,590.5355,-652.55533,33.1935,-171.6668,233.41002,15.91223,82.67509,70.39916
2001,48.71229,49.8608,7.62505,-1.19933,4.11003,-5.85399,3.25423,-3.26197,-2.41763,7.0524,0.03062,21.71793,69.37491,1692.49506,953.69413,1788.96946,539.18218,857.04406,464.50895,569.47962,432.85845,384.70656,248.74795,258.33688,50.73361,-395.53395,-167.76703,-61.6144,1.4603,-12.57566,-110.37027,126.07162,-11.29129,-68.05794,14.36802,-4.86617,-76.81898,275.91594,85.04421,2.93613,-176.41877,66.00891,18.25611,-46.05436,24.56315
2010,45.86285,19.39008,-2.5132,28.53827,2.07935,-0.47344,7.71476,-6.72021,4.64659,0.97967,-0.06653,-1.18651,26.16601,2162.0541,1538.19545,2063.91168,1449.38038,1798.74384,362.69136,610.17121,205.33785,553.47747,609.77868,133.80322,-1.75622,-123.54691,-840.95645,-291.54537,49.85451,133.57764,-34.05572,98.00011,-69.94299,131.76202,-21.75825,56.7523,523.5568,549.56605,168.03869,-127.76861,286.00444,69.84171,-126.55251,7.95653,18.28397
2000,45.60134,23.27898,-7.98053,-1.39369,6.5464,4.85486,-11.26832,-4.87208,10.56036,3.11707,-1.9367,13.33517,46.60302,1549.91684,1927.36641,1646.98702,577.24414,1066.17448,615.56403,596.47897,257.99123,312.29415,292.4414,214.21157,-31.91492,-551.91267,-103.10677,-115.74423,207.0943,-32.33593,70.59407,15.06711,-15.50085,3.00552,-6.7204,25.2165,-269.246,-7.30915,-121.46738,13.02988,24.53533,-76.84403,-102.62671,8.35054,7.28253
1996,35.44471,32.81609,-42.52849,-38.34161,-22.05605,-30.32368,0.05328,0.14003,30.2152,12.09588,-6.91579,14.34854,57.66146,2194.40414,978.07556,747.83032,647.06873,229.7335,195.11572,151.02696,265.19389,123.2343,93.08028,226.04129,145.27612,-962.72002,189.64791,232.22083,-22.71949,74.02526,-20.66933,-50.65214,6.05821,11.82252,-18.25478,-112.48255,-425.62289,443.028,-116.01654,151.22828,-46.44151,1.86359,-23.05233,-13.33523,35.64198
1977,39.85626,60.32454,73.55202,15.80809,22.10861,-6.88983,1.49506,-5.15643,-1.12173,-1.31143,-0.23167,5.68999,71.01784,2861.95673,2440.2537,816.20623,1060.26375,441.16031,669.26754,296.5068,255.97761,260.2941,149.80456,317.0915,-260.95159,1084.13259,573.45184,333.89027,127.71494,-91.42013,64.46961,9.35977,27.01721,-21.74001,50.70216,-234.53968,650.53925,1041.74415,-155.9848,-362.86131,-16.12145,123.7951,10.24226,-7.70196,-70.41002
1995,35.72165,35.15205,0.37674,38.08345,-14.72944,-12.90677,20.25751,1.10652,-3.41633,10.86088,4.91298,-4.12544,43.87046,4053.71914,3081.50957,2264.57486,2440.31175,971.22424,735.23278,430.3516,220.31999,296.66333,315.26808,235.48774,-229.91211,-368.91426,-477.44029,-1097.5198,397.80354,193.98001,44.77627,-30.20972,48.72628,-4.90575,-46.45516,89.33938,-667.24302,1502.28005,-226.26772,-169.03456,5.39779,68.6249,34.95646,-12.7265,-56.83047
2007,52.50365,13.56589,28.10375,-7.87819,-16.15248,-25.84673,4.60441,-1.5819,-7.71783,-1.4439,0.41561,-4.13553,8.43436,724.60862,720.83526,859.90675,266.46642,170.35571,169.48248,263.26004,172.84038,117.47037,119.06001,106.63238,17.58902,-93.70184,-163.97263,-30.87075,-34.8427,-5.24169,-58.00455,35.21222,32.26734,16.73135,2.5639,-11.09579,-98.61381,-41.1007,-61.81176,34.99685,-17.0745,40.33897,-22.56955,-4.19421,24.44252
2001,46.51145,63.31203,-16.70492,8.19022,16.12391,9.26877,-6.82265,2.44859,-2.52691,9.23558,1.61162,-0.77126,18.27805,2496.28411,1420.27347,1900.73727,1101.68565,1572.38552,1023.44491,876.48735,404.83108,552.44602,609.80796,334.90801,-78.67784,390.18505,-167.97724,65.91153,17.04463,246.9179,-23.65918,48.07146,-19.90155,117.72699,-34.42171,-2.66657,-72.74088,422.922,-666.31569,192.51542,-178.84685,17.33235,-121.46003,29.34138,-33.84551
1998,45.7277,-4.50535,20.10757,1.21032,-10.61723,-12.86484,16.19437,-5.33688,10.47609,4.11098,-1.25779,5.6846,23.64916,2326.34404,1973.5181,1014.78433,997.0791,612.88397,1063.67024,539.22261,402.83035,313.10557,261.38721,749.42068,87.28126,-34.39097,85.17493,25.62572,86.95495,-55.29933,92.47936,-31.57629,-32.93034,-41.61792,56.27427,125.77825,-122.30036,219.48791,-238.92189,225.76332,-26.42743,118.01682,-51.0798,30.97443,-39.26106
1994,42.67445,-16.72775,4.15731,-9.88361,-31.88992,-20.86858,-4.34917,-8.8921,14.48258,6.55326,1.08771,-2.74464,24.00765,2338.4867,558.283,428.83627,580.22072,302.73804,283.52431,327.66814,138.42781,160.23222,98.33169,136.73101,175.78732,178.85669,-134.99504,-206.4601,-103.37603,54.07688,-111.22237,-11.95531,-8.09347,-34.74655,23.43488,42.94489,-608.40612,17.93223,-3.48823,-23.60248,-31.45737,-4.06377,-63.33078,22.49592,3.38255
2005,42.02188,-89.6651,30.41157,11.99788,-45.32812,-3.13512,1.59138,-10.56843,-5.15813,-6.64801,-1.69406,-11.39164,38.30591,4079.41395,1205.06389,1183.34658,1664.14547,788.10877,406.03137,421.5877,250.72895,272.60004,215.08408,156.24801,253.14762,-551.95076,1.52028,-497.20666,-364.95847,14.02964,-11.96818,9.48789,-58.94127,-58.11446,2.21113,32.17485,-642.95052,-740.80194,-58.54979,325.9899,-65.59395,70.33704,-65.17653,53.64446,13.55217
1992,43.19129,-63.44882,24.751,0.77907,6.56896,-13.00399,-7.13556,-6.96617,9.02424,1.31027,4.77325,5.43122,26.55304,2798.82611,1048.98368,906.3071,931.59032,597.79493,480.24443,287.56414,292.85233,191.39885,169.60681,226.99532,167.58655,-197.16319,226.77779,-146.75243,-168.44441,6.73796,39.65171,-56.00755,47.31851,36.26998,7.82234,6.88675,-430.76247,-185.05083,147.9286,29.6364,-86.81198,-7.5436,-7.62526,15.57468,16.04822
2000,48.77895,42.94013,21.45839,2.80387,-37.476,-14.82321,-4.23486,1.79988,0.20548,2.63734,1.21911,-3.41106,21.68123,1862.98336,1175.73366,1379.23231,1331.30442,1033.54368,407.32818,444.64966,253.83459,255.05763,237.23934,343.46403,110.85889,-141.73617,99.76302,-283.85039,-527.25489,-36.23008,37.00501,83.2863,16.13696,-41.63629,13.67743,21.15373,-629.72944,-95.13064,196.86149,-22.7834,-148.8147,69.87905,-20.59321,3.05347,-8.61986
2009,39.63548,-64.56456,-13.80573,34.35978,10.14463,-11.4206,6.97453,-7.15062,1.45243,3.48672,15.76941,25.18507,43.88347,4170.01424,7136.31487,1862.67446,1111.17461,1226.29601,1630.96432,471.49965,514.23541,322.17124,410.21159,431.34172,-208.54898,3991.46451,368.36963,-85.74439,-10.97233,96.68974,288.64579,-9.6211,57.57112,112.21467,69.57476,-344.55792,20.27803,1464.87011,-287.62447,195.97896,1.60959,-169.19358,-96.78482,-0.65263,-3.54755
2009,39.47199,-38.78547,-40.05483,-11.78089,2.45019,-4.33077,-12.72616,-10.2722,6.75945,0.93583,-1.06363,1.84444,43.59227,2789.83584,2252.77419,2026.28984,1120.2061,1176.00563,716.85345,540.5481,481.05589,419.68182,332.51371,352.44406,17.16149,-114.8584,-203.1543,-56.97865,112.38985,90.81055,-2.58269,14.30957,-20.47774,27.74808,-5.82234,126.41291,-144.13802,123.14563,-330.61308,182.30312,62.12569,78.16938,-95.49081,-4.11349,22.69412
1999,46.30227,60.52443,9.55759,25.41771,-52.14194,-14.28527,8.58895,-10.2767,-8.51472,0.60561,4.53718,-11.24896,50.12766,808.15798,2680.26506,3172.84411,909.94981,936.39692,437.89045,577.04281,302.38206,350.51569,278.82921,196.22651,-63.10857,-278.06449,-2227.12642,640.55343,-11.24785,16.50921,-124.24182,58.72924,-47.31093,98.92948,-19.93045,284.59136,365.4537,-410.13407,-126.53293,-120.06204,126.96736,44.78155,-46.43073,-18.68611,39.39799
2004,47.71074,21.25837,20.65612,1.29252,13.85074,-19.85123,-3.57232,0.1604,5.15878,6.70963,-0.14431,-5.61754,73.57278,1356.72853,1714.10258,1569.38693,519.69624,632.06234,609.93714,301.79102,310.26568,229.39169,217.89271,301.86507,-109.69587,-131.56283,-478.54336,-107.53239,24.26765,-21.86947,40.24683,-11.56619,48.70546,-2.06058,19.46459,149.63587,54.5718,69.46662,-167.09506,61.69546,-31.88947,-14.63662,-48.64979,7.75418,-38.90221
1980,42.32829,45.42476,15.76609,1.82582,-32.22205,-18.09479,14.46044,4.16427,2.78923,4.44281,0.35997,-1.55466,19.87315,852.17509,2053.78681,777.90337,510.81933,591.82618,358.83646,365.98215,195.6314,219.90075,188.06267,221.12692,35.50169,-65.2667,-304.55646,-66.39023,67.88024,97.8618,30.17138,40.85732,9.72163,-35.80934,-1.01351,85.99859,-151.92816,-91.78874,-61.68581,50.18253,70.86613,35.36634,29.39333,-0.82193,3.93263
2001,52.13481,21.32373,38.07455,-5.15766,-41.00175,-16.71517,2.43976,-2.32753,3.68564,7.9286,-0.84026,12.70758,8.41215,408.43577,689.68205,883.1831,474.36739,452.59164,424.37656,246.6821,141.58182,145.82584,257.26422,143.72297,4.83894,-49.72108,-117.20296,173.43975,40.80224,61.52788,12.22818,-4.26928,-12.25024,45.03408,-39.47674,28.92091,-61.73803,235.2885,-195.70241,95.14506,-17.15306,-43.93303,-56.87499,10.06406,-20.84844
1991,38.29175,-130.27608,93.88243,15.33013,-5.46831,37.8917,-23.93761,0.05428,25.42801,1.39943,-6.76599,-2.00216,32.26525,4790.32918,2601.90195,4994.64283,1192.19711,2100.86704,589.55247,631.77902,974.82245,364.55672,801.47159,379.44175,215.17502,1804.81265,-507.12505,-546.74444,49.81417,245.36694,170.1048,-258.81617,-26.50582,100.1814,-47.62169,199.55708,873.88794,-901.50248,-733.94797,415.34268,-52.94289,-229.81449,-10.12005,135.89486,-36.74827
2009,49.70715,66.50907,0.20092,1.18043,-0.80311,-22.78954,5.82177,7.33229,0.94247,6.16891,-0.27748,-1.34491,10.05057,2346.71752,1232.22279,790.82766,768.49044,712.90074,506.06381,414.40702,216.45318,195.34873,260.1803,168.35255,34.84008,398.91189,125.76051,-63.48864,145.59825,-95.90343,-34.40078,61.17509,-13.7766,-21.99648,33.98283,-33.82169,-117.13084,374.65815,-128.2417,-190.8865,-64.39593,10.94234,-34.39367,21.33767,10.64313
1982,40.85225,9.54501,6.99348,8.58434,-16.70471,1.95854,6.39398,0.65096,-3.36598,-3.27833,7.37488,7.48156,38.66274,1164.96883,2749.0238,1149.32837,608.6802,1082.46033,539.47678,357.00846,276.86008,301.85682,254.34505,335.74383,-4.8744,223.51598,-419.98002,-69.96632,136.9286,-96.40437,70.51644,44.14732,-11.62892,-9.58417,-22.07702,157.44306,-187.14659,-171.24977,-361.09457,-143.26429,-13.79633,36.93806,-3.69173,6.75893,-22.48578
1998,42.92482,10.94179,-17.89383,2.71629,-4.66596,8.64204,-10.95487,11.77511,9.98876,13.85023,-3.01185,3.38284,26.75493,1287.65258,1847.12917,1430.20829,852.88366,1095.87843,671.17121,644.57102,441.0408,367.20958,411.41661,226.92375,-4.66338,-84.39719,-275.20336,105.90814,232.0708,-145.93628,-25.20272,57.22469,74.9289,-35.8803,-15.12551,68.3993,145.46812,222.94737,-228.79258,-130.63751,-101.94478,114.37134,-69.6824,23.27466,9.75536
2002,48.16138,47.29634,17.4183,-0.39791,-4.08585,10.95212,-11.69007,-3.03625,4.75172,10.66944,-11.33869,-15.3919,12.29311,1646.85141,1832.89162,1470.77945,1014.53574,886.58718,722.39177,527.3458,546.64437,348.43965,374.54599,377.82579,15.43898,-604.397,48.58458,122.94739,172.48529,177.65956,40.05528,79.39881,72.72299,-30.07359,4.18132,7.28755,-105.68812,774.72615,-360.64089,-38.7492,30.33924,89.01546,-35.49525,-38.56057,-34.65473
2006,44.9682,36.36712,2.48196,15.74694,10.23149,-13.01048,-1.81375,-8.99029,8.42182,0.85968,9.72031,5.29769,21.84415,3147.02644,4650.84543,819.59026,718.65403,786.38866,693.01947,202.49453,192.28014,242.88987,189.30353,265.41928,193.1618,-2426.10339,792.44995,197.25856,178.76098,-123.39925,138.22141,22.46056,-4.19056,-49.27905,55.10175,-232.14973,-465.58667,1109.60037,127.68853,-340.72775,57.86642,65.32937,-4.57804,-20.65193,-56.89443
2008,40.31852,-52.88021,-3.81942,-9.66542,2.45997,-11.59487,3.34416,-2.83229,0.44423,-4.42666,-3.49159,0.18181,73.16162,4647.27421,1855.58235,1271.64954,1444.49637,685.97829,669.26994,797.50262,625.10584,481.63187,246.35395,339.02442,21.61004,-1026.3442,88.41685,-184.86978,62.48717,29.32219,-6.90236,-24.41048,-108.60436,-39.2091,4.69456,124.74849,-418.07024,-188.24976,-110.71979,35.20701,-98.23168,28.40883,-32.03354,24.18827,-50.44935
1992,37.37076,40.52421,-29.22279,10.225,-18.39617,-4.94558,2.03828,1.56534,3.70062,9.5179,6.61637,13.18336,30.65744,2803.45902,3980.31466,1257.50275,1397.89499,790.5167,1663.71869,316.89614,509.4964,225.93745,285.61662,605.29672,73.49105,-1.12635,557.00459,385.89089,189.85584,-20.60492,110.41188,-0.2029,112.62263,28.44545,41.54623,-71.42642,-624.80626,-474.08604,-8.46061,-218.91616,72.47616,-318.4899,2.43872,11.62937,-22.58095
2009,38.12664,-154.12031,-42.6481,52.18142,-22.40162,-20.33851,-1.662,-18.26058,21.50533,12.28091,11.92956,14.03546,18.14977,1801.18896,2476.92751,1223.92632,463.92325,1475.22898,566.37122,593.34534,499.39727,270.48209,345.74314,623.22443,19.54474,169.50349,-476.36388,-143.29097,174.06441,319.57149,-74.70008,57.34621,76.47931,34.9029,81.40472,157.45036,8.93526,285.55389,-137.3746,91.48106,-24.08057,-58.10165,10.45352,61.29749,-16.11994
2003,46.3116,45.53048,-54.57821,20.62807,15.77772,-25.59643,8.70304,11.92379,1.38487,8.37208,5.70103,0.99375,22.21425,1855.05285,1322.55528,1940.54682,563.50798,1035.10716,551.85841,492.11433,214.49355,281.67072,483.08042,120.72613,36.35407,-120.67212,-636.06173,-333.79547,183.23237,134.86608,-174.5146,14.44843,-19.91278,-18.23347,-53.81096,17.5037,-304.47679,172.39773,-11.17942,-212.46681,-27.90637,36.27277,15.60306,41.26199,14.99796
2006,47.34132,32.01787,-4.22587,0.41143,54.4955,-5.23274,-42.9551,-7.34565,-6.12368,5.9737,1.18255,5.69415,29.55281,1884.75081,3007.75036,1771.92265,802.32623,966.4426,684.25802,945.80053,394.58548,501.52658,415.17373,196.25858,24.73877,65.87431,427.82318,-49.33877,-43.05044,59.10599,41.35381,86.24173,-59.4816,-31.57615,-42.87925,-106.03341,84.20237,867.0834,-130.73805,-72.00526,-71.98034,67.78079,-136.16488,46.17793,48.39789
2006,47.48051,1.79669,2.64008,-0.76836,-7.95342,0.15311,-14.37156,-8.1895,1.99358,3.18483,-0.53306,0.1226,29.01285,1469.27153,1647.20274,1631.30137,1105.78733,948.818,750.65628,682.85299,320.72552,360.86364,313.45726,387.37092,32.87268,-98.65324,169.48959,-83.92335,186.29326,-78.08456,-127.11737,32.77476,-34.50819,-14.98297,-4.99794,109.45624,105.7513,-33.16327,-268.94023,-18.26582,51.7972,96.17055,-64.31906,38.98245,56.72592
1996,35.63086,-73.13121,57.08064,6.04027,26.04499,0.30676,-25.54289,8.73032,3.90574,2.71806,1.46591,10.41228,45.53456,1910.00426,1629.49856,1465.22968,962.91124,624.6554,292.72592,342.43186,308.36928,231.32171,206.56691,176.86067,-56.63148,-861.39798,341.82377,21.05076,-151.13508,47.66743,-51.4708,-22.20197,-8.71435,1.81426,48.9106,-58.02782,-470.33477,197.88704,-208.63188,36.68763,82.01296,31.09989,-48.26198,-3.99022,-8.30072
2002,38.6748,25.29523,2.34363,9.75771,12.10503,-16.00535,-9.17168,-7.20795,15.28906,4.77146,6.23321,6.90152,31.98233,3213.54666,2222.44541,1338.10622,987.71216,746.26997,767.72194,483.45411,341.85981,232.37476,220.69288,386.55276,-176.23981,50.48478,148.96158,160.70292,94.30278,86.4018,64.72103,43.55187,28.11474,60.63014,11.33766,-84.463,170.40487,-88.49852,47.94563,-189.06436,-21.67797,182.9626,46.29307,-45.56724,3.0741
2000,44.4797,59.48333,-75.76448,19.57904,13.25131,-9.70791,13.11458,-8.89937,-6.42621,14.25002,-10.69607,-6.52979,17.46969,3298.88941,1388.94769,1155.20238,663.2156,1095.44515,328.72772,675.23425,137.15414,282.81685,374.19403,169.05675,136.50331,-269.34961,98.70673,-228.01314,232.93532,216.85767,-76.7267,-24.97309,-88.14594,-15.68366,-32.46698,-19.41772,-964.81226,237.87768,111.75322,78.28395,-286.74523,-17.63582,85.40558,46.19096,42.03619
2001,32.88899,-117.19526,59.27893,8.87747,22.47137,-21.10204,-9.20823,10.50295,-6.44773,0.95789,6.84458,6.87362,24.89313,2600.0761,1313.95853,1209.89345,1206.59574,386.77358,619.91934,181.70777,561.29677,117.2109,80.23333,466.81566,4.50213,501.30787,780.60773,-75.36469,-227.6481,-3.14245,112.328,-17.87529,147.15773,-11.02404,53.39,20.95414,-13.64089,268.87103,320.18721,-111.31348,-18.01968,103.20544,-15.22215,-47.0646,-69.56056
1977,43.48216,4.31601,44.11848,7.00821,-13.52555,-0.41051,-2.89137,2.56947,-5.5576,-3.12364,1.17737,1.89961,25.31369,1882.96754,2056.18539,1197.65434,1040.65279,799.08123,623.67866,443.18745,537.2542,324.9155,236.53002,269.6084,66.0102,-144.96393,-213.75579,-64.47976,55.00755,24.30437,40.86448,2.82237,93.61084,-26.80225,-6.49907,38.65425,-105.52657,121.05832,-241.45114,301.56418,2.25,-30.40879,-71.66911,37.57882,-5.96217
1974,36.25768,-101.67026,3.49269,31.13057,-20.72895,1.99042,12.32042,0.65768,-3.99364,-0.16374,5.26525,-1.82264,38.08397,3481.53343,1595.51504,2351.53354,900.73352,1564.12918,502.02367,770.76987,443.3678,370.38014,402.39926,273.48488,47.19355,182.64055,-808.21222,225.64082,25.80034,123.98557,98.76667,9.50132,-32.08192,38.30176,-34.10703,103.37958,-14.56659,-21.40048,-241.77556,32.69438,102.349,28.07243,-9.22063,-4.8612,-4.236
2008,50.31501,36.71561,-3.46883,6.83229,15.66826,-2.38042,-7.178,2.85334,2.48398,7.35787,3.07449,7.34392,19.15559,1205.22994,1789.12956,1800.57791,671.68396,1145.84454,362.46987,493.03841,348.10274,322.11502,345.3942,212.612,42.26112,147.1335,-13.50014,-108.70749,187.67466,142.78865,-16.72536,61.72502,-91.7553,21.83455,13.73858,32.772,-335.64611,-119.00175,-358.45786,25.88071,37.43998,27.4292,-116.94422,60.47205,-16.22751
2003,48.97119,21.34648,22.22916,1.66681,-10.82208,-23.58708,-13.55795,-3.19721,-0.80437,0.29442,5.77461,2.23432,29.8758,4108.31987,1248.3438,634.66928,607.33688,367.90338,280.99235,172.10176,265.98426,142.03278,142.12613,269.21702,294.78148,1143.65086,-243.40382,98.97728,-11.92196,83.53515,20.26231,34.45528,67.58789,-8.523,22.55938,89.66769,-468.80517,-209.68154,-113.82901,-84.61782,31.53506,4.39482,-30.74049,-2.16583,-10.35424
2009,42.81471,-0.65809,11.29364,-1.31362,-48.35715,9.11633,-18.55464,-16.15709,2.3801,-9.66616,-6.95534,-8.89802,37.73312,2579.58292,2131.70598,1751.40048,2013.48303,1034.41495,684.37859,555.65652,604.64981,413.25347,268.28516,391.10295,28.93089,-412.43683,-128.39086,-238.76167,-110.21441,-8.18763,-16.83236,-6.87421,65.64469,22.01553,22.7633,115.96001,-73.38025,-570.72213,-317.61977,253.79893,13.49442,-101.26788,-30.71162,-10.63666,50.53281
1990,43.20255,68.43242,3.81764,18.90704,11.35404,-13.426,0.83911,9.58699,-8.73659,8.98271,7.23178,-0.53039,10.69221,1676.21123,1935.76521,825.88104,883.89712,874.36332,651.51279,422.38752,289.86258,273.44359,274.33318,298.11312,-37.87988,-151.53099,-6.71699,46.17538,112.46689,-10.55615,-38.3758,-23.04803,-10.58179,41.70638,2.10788,43.95101,97.83724,247.0951,-64.07532,-68.08309,-15.52394,145.26867,-6.16212,-39.29126,-36.78235
2004,48.36931,24.50944,39.9957,0.28513,-25.47027,-12.22203,-8.39221,-4.93034,2.31825,-1.08975,2.10024,2.65723,18.30254,1085.2848,1763.49209,1067.36334,769.69182,548.45419,750.90895,375.25133,317.29201,283.33378,195.39362,382.36383,47.10967,25.97802,202.94267,40.10629,98.17188,-171.63524,143.86031,99.15236,55.17184,-67.33861,54.41957,-29.05199,-149.76401,364.97857,-134.31174,-155.70797,-4.15148,220.5317,21.26766,-4.7577,-67.35497
2003,37.1523,-122.08694,11.34159,-13.96987,-16.30212,-14.47439,4.59559,-0.35951,-0.02162,-4.63531,-0.39453,4.91211,42.19712,2665.82962,1376.46575,776.22499,969.28443,492.89418,523.36595,384.30243,602.95643,241.59938,189.35035,290.35246,74.6802,131.68657,62.46866,-145.01715,-95.44909,-53.23392,35.91202,23.45974,124.1806,-18.33437,41.62077,167.71875,-252.6149,-384.87687,-134.23585,239.71174,-94.23497,-42.2572,-67.07645,82.41799,30.63698
2006,35.61209,-14.52879,-113.1967,63.53884,21.60636,-4.55634,12.54575,-19.98359,4.7214,-1.02076,-0.2136,-7.41096,29.73112,4769.25028,3665.13727,6083.95793,1893.82035,2347.02076,1094.03842,1251.45971,487.20425,580.33968,747.98471,295.20727,-53.43199,-116.2201,-1293.24462,-1272.34689,125.89355,378.01617,103.86667,56.92714,-169.78177,44.12227,-135.35887,123.11354,-250.53272,646.08139,-663.40742,351.61989,306.61991,393.26522,-137.2097,25.29121,2.69046
2010,48.01724,26.95265,2.10697,-7.60187,11.28527,-11.07572,5.89275,1.41779,-7.06692,3.59964,-5.27917,-2.43543,22.4714,1870.81569,1552.36555,1452.75147,942.5199,823.02433,620.3297,661.55122,393.62046,373.4573,302.60464,237.1831,-49.6489,-160.6195,294.39116,81.99827,19.95056,23.94066,-66.34945,78.39608,30.75202,-40.80149,-18.51492,5.17406,7.69531,298.56178,-286.04287,239.70283,-32.82913,47.46442,-98.04926,-16.70227,41.06172
2008,46.71733,22.22482,-14.56936,-0.00678,-9.57464,-26.49757,17.61194,2.33876,2.1252,4.74526,0.81556,-3.30803,29.60802,2400.32164,1406.18019,1248.34457,630.50223,602.59037,526.36413,427.92241,254.29195,283.13904,264.0139,181.67937,132.73581,-50.44132,-124.19774,-133.1351,-16.40069,50.64708,-84.11904,20.34922,-19.86104,4.05612,-4.37696,12.41271,-418.78937,2.24259,-229.06346,165.47653,-62.64914,48.8089,-5.47745,27.57854,8.26161
2007,48.67955,15.4825,39.38714,-0.467,4.40371,-13.78861,-7.80876,-1.65947,0.80387,4.48771,-1.66134,-5.55035,51.98249,2016.55353,3061.79662,1512.91967,1127.88903,864.21601,592.69661,450.87699,472.75796,269.82316,216.2455,211.10454,121.25725,-791.62207,686.68681,209.8375,308.90855,-125.61535,-11.99737,71.29172,36.91408,-7.00631,17.79832,-223.52776,-413.18768,925.25119,-204.50449,-94.62184,-33.29081,200.13052,-28.89888,3.81162,29.62926
2004,40.3583,-51.607,-36.30106,4.28419,31.55179,-29.07655,19.93762,-11.93853,5.2008,2.39486,2.68097,0.17808,13.80703,3656.08893,1573.77458,1550.64516,1355.06691,771.39425,647.92259,404.16039,481.55553,354.09673,198.88432,422.76572,31.43361,-91.95895,79.99991,-274.74393,-127.65491,-88.73282,6.27389,-42.85324,28.06587,-9.52617,25.54823,-12.91801,355.51625,188.6317,197.6093,143.75125,27.73101,-90.57457,-55.57803,-14.82194,-41.45045
2000,32.88731,-186.55998,-0.1236,10.82454,-2.22157,-2.53864,-9.42465,3.74199,-29.04115,-5.75812,5.88155,14.20283,23.97692,1210.72571,2651.05451,1510.62889,465.96047,1015.41808,459.41498,378.62623,389.57892,199.10618,251.66875,535.62571,1.62183,424.99057,712.40054,-184.015,-33.08615,100.70032,31.57679,-60.86678,7.97432,41.65961,43.75551,205.47935,236.02128,-337.33155,-82.71878,65.75742,-92.08062,-122.36573,-8.10244,14.83029,-53.61517
1998,35.85374,-0.08516,32.91822,19.18952,73.06769,-12.58789,-20.45608,-6.39939,-5.003,-1.9904,10.89442,11.04562,24.74341,1393.00667,1701.67753,1514.6411,730.13796,681.26355,524.18175,334.80178,238.59096,188.94846,338.00078,391.34603,47.01623,287.65236,-584.68593,128.54494,-108.12492,-20.01188,47.10455,-30.67352,-0.25633,21.55853,46.98619,144.10339,47.86654,-24.4124,-194.80788,314.81018,31.87667,-10.60458,-95.89097,65.80738,5.93226
